timestamps,TP9,AF7,AF8,TP10,Right AUX
1759592706.821,-172.852,-20.996,-19.531,-30.762,0.000
1759592706.825,-72.266,-25.879,-29.785,-37.109,0.000
1759592706.829,120.605,-26.855,-32.715,-43.945,0.000
1759592706.833,14.648,-28.809,-29.785,-34.668,0.000
1759592706.837,-176.270,-30.273,-23.926,-26.367,0.000
1759592706.841,-125.977,-32.227,-30.273,-26.855,0.000
1759592706.845,71.289,-36.133,-33.203,-32.715,0.000
1759592706.849,66.895,-28.809,-26.855,-36.621,0.000
1759592706.853,-147.949,-27.832,-24.902,-33.691,0.000
1759592706.857,-166.504,-30.762,-26.367,-30.273,0.000
1759592706.861,59.570,-33.691,-33.203,-8.301,0.000
1759592706.864,113.281,-36.621,-26.367,-6.348,0.000
1759592706.868,-93.262,-32.715,-19.043,-17.578,0.000
1759592706.872,-149.414,-33.203,-16.113,-8.789,0.000
1759592706.876,-4.395,-32.227,-13.184,-14.648,0.000
1759592706.880,133.789,-29.297,-7.812,-5.859,0.000
1759592706.884,-11.230,-25.391,-7.324,9.277,0.000
1759592706.888,-140.137,-25.391,-12.695,1.953,0.000
1759592706.892,-28.320,-23.438,-18.066,-2.441,0.000
1759592706.896,131.348,-24.902,-23.926,-8.789,0.000
1759592706.900,37.109,-30.762,-19.043,-9.277,0.000
1759592706.904,-133.789,-29.297,-22.461,0.000,0.000
1759592706.907,-89.355,-32.227,-20.996,4.883,0.000
1759592706.911,106.445,-35.645,-6.836,-4.883,0.000
1759592706.915,86.426,-29.297,-9.766,-6.836,0.000
1759592706.919,-101.074,-21.973,-9.277,-2.930,0.000
1759592706.923,-121.582,-25.879,-9.766,-7.324,0.000
1759592706.927,45.410,-24.414,-16.602,-3.906,0.000
1759592706.931,119.141,-23.926,-19.531,-2.930,0.000
1759592706.935,-82.520,-27.832,-20.996,-15.625,0.000
1759592706.939,-154.297,-32.227,-19.043,-5.859,0.000
1759592706.943,2.930,-34.668,-25.879,-7.812,0.000
1759592706.946,121.582,-30.273,-28.809,-21.484,0.000
1759592706.950,-13.672,-32.715,-27.344,-8.301,0.000
1759592706.954,-154.785,-37.598,-26.367,-5.859,0.000
1759592706.958,-83.008,-40.039,-26.367,-15.137,0.000
1759592706.962,102.539,-33.691,-26.367,-21.484,0.000
1759592706.966,48.340,-23.926,-22.461,-10.742,0.000
1759592706.970,-141.602,-27.832,-18.555,0.000,0.000
1759592706.974,-131.348,-37.109,-20.020,-17.578,0.000
1759592706.978,72.266,-34.668,-24.414,-21.484,0.000
1759592706.982,104.980,-23.926,-19.043,-12.695,0.000
1759592706.986,-97.656,-25.879,-16.113,-15.137,0.000
1759592706.989,-151.367,-28.809,-20.508,-15.137,0.000
1759592706.993,30.273,-28.809,-26.367,-10.254,0.000
1759592706.997,135.742,-27.832,-24.414,-0.488,0.000
1759592707.001,-62.500,-24.414,-13.184,-2.930,0.000
1759592707.005,-176.270,-25.391,-15.625,-8.301,0.000
1759592707.009,-23.926,-26.855,-19.531,-8.789,0.000
1759592707.013,127.930,-29.297,-18.555,-7.324,0.000
1759592707.017,-12.207,-28.809,-12.695,-7.812,0.000
1759592707.021,-182.617,-23.438,-11.230,-15.137,0.000
1759592707.025,-103.516,-21.973,-15.625,-16.602,0.000
1759592707.029,99.121,-25.391,-10.742,-9.277,0.000
1759592707.032,48.340,-22.461,-5.859,-6.348,0.000
1759592707.036,-146.484,-24.414,-6.836,-3.418,0.000
1759592707.040,-119.141,-30.762,-10.742,-2.930,0.000
1759592707.044,61.523,-28.320,-11.230,-18.066,0.000
1759592707.048,78.613,-22.461,-6.836,-23.438,0.000
1759592707.052,-117.676,-20.020,-12.207,-6.836,0.000
1759592707.056,-181.152,-20.508,-18.555,-13.672,0.000
1759592707.060,3.906,-21.484,-13.672,-15.625,0.000
1759592707.064,120.605,-21.973,-11.230,-10.742,0.000
1759592707.068,-64.453,-25.879,-18.066,-9.277,0.000
1759592707.071,-160.156,-26.855,-19.531,-6.836,0.000
1759592707.075,-34.668,-26.367,-12.695,-19.043,0.000
1759592707.079,120.605,-31.738,-18.555,-19.531,0.000
1759592707.083,5.859,-40.527,-27.832,-13.184,0.000
