timestamps,TP9,AF7,AF8,TP10,Right AUX
1759592756.179,-230.957,-21.484,-7.812,11.719,0.000
1759592756.183,140.137,-23.926,-15.625,28.809,0.000
1759592756.187,328.125,-19.531,-17.090,44.434,0.000
1759592756.191,-37.109,-23.438,-20.996,55.176,0.000
1759592756.194,-229.492,-25.879,-22.461,59.570,0.000
1759592756.198,60.059,-18.555,-25.391,63.477,0.000
1759592756.202,327.637,-14.648,-30.762,68.848,0.000
1759592756.206,55.664,-19.043,-33.691,77.148,0.000
1759592756.210,-189.941,-21.973,-33.691,81.543,0.000
1759592756.214,-34.668,-22.949,-38.574,84.961,0.000
1759592756.218,334.473,-28.320,-40.039,80.078,0.000
1759592756.222,236.816,-31.738,-36.621,77.637,0.000
1759592756.226,-147.949,-31.250,-37.598,86.426,0.000
1759592756.230,-137.207,-29.785,-37.109,89.355,0.000
1759592756.234,248.047,-22.949,-34.668,78.613,0.000
1759592756.237,320.801,-19.531,-36.133,79.590,0.000
1759592756.241,-77.148,-24.902,-43.945,84.961,0.000
1759592756.245,-185.547,-24.902,-50.781,70.801,0.000
1759592756.249,144.043,-22.461,-51.270,65.430,0.000
1759592756.253,361.328,-27.344,-53.711,59.082,0.000
1759592756.257,31.738,-28.320,-54.199,60.059,0.000
1759592756.261,-197.754,-26.855,-51.270,69.336,0.000
1759592756.265,38.086,-27.832,-40.527,56.641,0.000
1759592756.269,358.398,-25.879,-41.992,44.922,0.000
1759592756.273,134.277,-27.344,-46.875,55.176,0.000
1759592756.277,-192.871,-30.762,-41.504,60.547,0.000
1759592756.280,-70.312,-32.227,-39.551,57.129,0.000
1759592756.284,291.016,-35.645,-45.410,51.758,0.000
1759592756.288,214.844,-40.039,-45.898,51.270,0.000
1759592756.292,-172.852,-34.668,-40.039,55.176,0.000
1759592756.296,-179.199,-30.273,-42.480,48.340,0.000
1759592756.300,188.477,-30.273,-43.945,41.016,0.000
1759592756.304,291.016,-30.273,-43.945,53.711,0.000
1759592756.308,-97.168,-33.203,-37.109,56.641,0.000
1759592756.312,-242.676,-36.621,-30.762,37.598,0.000
1759592756.316,65.430,-35.156,-34.668,31.250,0.000
1759592756.319,313.965,-27.832,-30.762,26.367,0.000
1759592756.323,0.488,-27.832,-26.367,31.250,0.000
1759592756.327,-255.859,-30.762,-25.391,41.016,0.000
1759592756.331,-48.828,-31.250,-31.738,30.762,0.000
1759592756.335,291.016,-32.227,-38.086,19.043,0.000
1759592756.339,106.445,-29.297,-31.738,21.484,0.000
1759592756.343,-244.629,-25.391,-27.832,26.367,0.000
1759592756.347,-149.902,-28.809,-37.598,21.484,0.000
1759592756.351,229.004,-28.320,-37.109,19.043,0.000
1759592756.355,210.449,-21.973,-23.926,13.184,0.000
1759592756.359,-189.941,-19.531,-20.020,14.160,0.000
1759592756.362,-244.141,-20.020,-24.902,18.555,0.000
1759592756.366,118.164,-24.414,-21.484,14.160,0.000
1759592756.370,267.578,-25.879,-14.160,13.672,0.000
1759592756.374,-105.957,-24.414,-15.137,21.973,0.000
1759592756.378,-275.391,-26.367,-12.207,24.414,0.000
1759592756.382,16.113,-21.973,-13.184,13.672,0.000
1759592756.386,286.133,-22.461,-20.020,0.977,0.000
1759592756.390,-3.418,-25.391,-20.020,0.488,0.000
1759592756.394,-283.691,-26.367,-26.367,7.812,0.000
1759592756.398,-93.750,-33.203,-24.414,1.953,0.000
1759592756.402,264.648,-28.320,-19.043,-11.230,0.000
1759592756.405,103.516,-21.484,-23.926,-5.371,0.000
1759592756.409,-257.324,-22.949,-20.996,5.371,0.000
1759592756.413,-185.547,-20.996,-12.695,4.395,0.000
1759592756.417,193.359,-25.391,-15.625,-0.488,0.000
1759592756.421,208.496,-24.414,-18.555,5.859,0.000
1759592756.425,-185.547,-26.367,-13.184,4.883,0.000
1759592756.429,-247.559,-32.227,-11.719,-0.977,0.000
1759592756.433,98.633,-32.715,-13.672,-14.160,0.000
1759592756.437,271.973,-32.227,-17.578,-14.648,0.000
