timestamps,TP9,AF7,AF8,TP10,Right AUX
1759595985.030,161.133,16.113,28.809,-4.883,0.000
1759595985.034,-39.551,15.625,33.691,-13.672,0.000
1759595985.038,-161.621,13.184,38.086,-10.742,0.000
1759595985.042,-20.508,13.672,41.016,-3.906,0.000
1759595985.046,169.922,11.230,36.621,0.000,0.000
1759595985.050,27.832,15.137,34.668,-0.977,0.000
1759595985.054,-161.621,19.043,31.738,-5.859,0.000
1759595985.058,-78.613,17.090,30.273,3.418,0.000
1759595985.061,140.137,19.531,32.227,0.000,0.000
1759595985.065,92.773,21.484,35.156,-1.953,0.000
1759595985.069,-122.559,20.508,37.598,-1.953,0.000
1759595985.073,-115.234,19.531,40.039,-6.348,0.000
1759595985.077,103.027,18.066,44.434,-1.465,0.000
1759595985.081,148.926,20.996,36.621,0.977,0.000
1759595985.085,-80.566,22.949,29.785,-8.789,0.000
1759595985.089,-154.785,19.531,37.598,-15.137,0.000
1759595985.093,26.367,20.020,36.621,-4.883,0.000
1759595985.097,158.691,18.066,29.785,1.953,0.000
1759595985.100,-30.762,15.625,28.809,-9.766,0.000
1759595985.104,-165.039,20.996,36.621,-7.324,0.000
1759595985.108,-43.457,28.320,41.504,-4.883,0.000
1759595985.112,156.738,30.273,43.457,3.418,0.000
1759595985.116,41.504,28.809,42.480,3.906,0.000
1759595985.120,-152.344,27.344,41.016,-6.836,0.000
1759595985.124,-85.449,29.785,41.504,0.000,0.000
1759595985.128,139.648,24.414,35.645,12.207,0.000
1759595985.132,118.652,21.973,27.832,14.648,0.000
1759595985.136,-107.422,19.043,29.297,-0.488,0.000
1759595985.140,-121.582,17.090,34.668,-13.184,0.000
1759595985.143,83.496,16.113,35.645,3.906,0.000
1759595985.147,154.297,11.230,35.156,16.113,0.000
1759595985.151,-69.336,9.766,31.250,-8.789,0.000
1759595985.155,-159.668,8.301,31.738,-18.555,0.000
1759595985.159,15.625,10.254,40.527,0.488,0.000
1759595985.163,168.457,14.160,44.434,21.484,0.000
1759595985.167,-3.906,17.578,45.898,12.695,0.000
1759595985.171,-157.715,18.066,42.969,-2.930,0.000
1759595985.175,-45.898,13.184,41.504,1.465,0.000
1759595985.179,162.598,17.578,41.016,10.254,0.000
1759595985.182,62.500,20.996,34.180,-1.953,0.000
1759595985.186,-139.648,16.602,28.320,-9.277,0.000
1759595985.190,-95.215,14.648,31.250,-1.953,0.000
1759595985.194,122.070,11.719,34.180,0.000,0.000
